,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size
66317,B0064FWQ3E,Red Barn 6in Large Filled Bone Peanut Butter 15ct case,"We took a dog's favorite thing--a bone, and stuffed it with a <br> delicious filling. It is natural for d...",dog,dog_3,24,0.7258666666666667,6.0
66616,B0066TRLR4,"Parisian Pet Dog Cat Clothes Tee Shirts Spoiled, Bone, Troublemaker, Pampered, Boss, Big Heart, ...",Its dog apparel with attitude! Our Doggie T-Shirts feature a fun <br> embroidered message. Excellent gift...,dog,dog_1,7,0.5594333333333333,12.0
66876,B0068H81M8,"Imagine This Paw Car Magnet, I Love My Cats, 5-1/2-Inch by 5-1/2-Inch","Car Magnet- Different Sayings Printed on magnetic material. They <br> can be placed on anything metallic,...",cat,cat_0,5,0.6361739130434783,23.0
67392,B006EG3PJW,"Imagine This 4-Inch by 6-Inch Car Magnet Oval, Peace Love Chihuahuas","Car Magnet- Different Sayings Printed on magnetic material. They <br> can be placed on anything metallic,...",other,other_0,49,0.5952125,8.0
67430,B006EXLGIM,"Harrison's Fauna Flora 2 Oz. A Source of Live, Naturally Occurring Enzymes for Birds",Helps assist and boost the health of birds with; Diabetes <br> Irritable bowel syndrome Improper nutritio...,bird,bird_0,22,0.7000624999999999,8.0
67478,B006FEHSC8,"Imagine This 7-Inch by 2-1/4-Inch Car Magnet Pink Bones, I love My Yorkie","Car Magnet- Different Sayings Printed on magnetic material. They <br> can be placed on anything metallic,...",other,other_0,25,0.4881,10.0
67490,B006FEQM4S,"Imagine This 5-1/2-Inch by 5-1/2-Inch Car Magnet Picture Paw, Boston Terrier","Car Magnet- Different Sayings Printed on magnetic material. They <br> can be placed on anything metallic,...",rabbits and rodents,rabbits and rodents_0,9,0.6510230769230769,13.0
67920,B006H4QG56,ALITA INDUSTRIES Air Pump 6 LPM,"You simply can't ask for more from an air pump. The <br> revolutionary design makes them compact, attract...",rabbits and rodents,rabbits and rodents_0,11,0.6504416666666667,12.0
68037,B006HMRI28,IT-0-1 Second Generation 24.5&quot; Upright Suitcase Color: Black,22-0588001/24.5-BLK Color: Black Features: -Corner mounted <br> ball-bearing wheels are connected directl...,rabbits and rodents,rabbits and rodents_0,27,0.69698,10.0
68054,B006HSSND0,"ShowSeason Blueberry Facial, 1 gallon","The Blueberry Facial product can be used as a tearless face <br> wash, full body shampoo and color bright...",dog,dog_3,4,0.7468,11.0
68172,B006IMK3QU,Herpstat 2,"Read First, We do not take returns on this product! Make sure it <br> is what you want before you order. ...",amphibians and reptiles,amphibians and reptiles_0,23,0.5218166666666666,6.0
68259,B006JCVOJY,"Fromm Four-Star Chicken A La Veg Cat Food, 15 Lb","Fromm Four-Star Nutritionals Chicken La Veg is a specially <br> prepared holistic blend of lean chicken, ...",cat,cat_0,27,0.6180000000000001,13.0
68700,B006O065VI,Thornell KOE-P K.O.E Kennel Odor Eliminator Concentrate,"Eliminates odors from kennels, cages, runs, walls and other <br> large areas. Permanently neutralized bad...",dog,dog_6,30,0.7598555555555556,9.0
68845,B006OORTAA,"Pet Tek DPK86012 Dream Crate Professional Series 200 Dog Crate with Mesh Floor, 24 by 18 by ...",Pet Tek Dream crate Professional series 200 dog crate comes with <br> heavy duty carrying handle and remo...,dog,dog_6,17,0.7266727272727272,11.0
69265,B006SG9L5A,Armarkat B7801 Cat Tree - Ivory,The Armarkat B7801 Cat Tree - Ivory features six levels and a <br> playhouse. The rope swing encourages h...,cat,cat_0,13,0.7507941176470592,17.0
69337,B006TACZD0,"Purina Pro Plan Chicken, Pasta &amp; Spinach Entree in Gravy Adult Wet Cat Food - (24) 3 oz. ...",Give your cat the mouthwatering flavors she loves when you serve <br> up a perfectly portioned helping of...,cat,cat_0,35,0.6441416666666667,12.0
69763,B006Y4IQPW,ERGMY Flea Tick Collar for Cat - One Size Fits All - Flea Prevention Up to 8 Months - Natural ...,Are you absolutely confident that your pet is flea free? Are you <br> confident that your home is entirel...,other,other_0,11,0.7573909090909091,11.0
70302,B0071CZTLA,"Exclusively Dog Big 6 Pooch Pack- Best Buddy Bits, Flavor: Chicken; Size: 5.5 Ounce",Crunch round bits with great taste of chicken. Made with <br> human-grade and kosher ingredients. Free of...,dog,dog_3,12,0.54495,8.0
70753,B0074C1YRK,Aspen Pet Products Adjustable Lead,Finally  a traditional-style leash thats easy to hold & adjusts <br> length in seconds! Petmate offers th...,dog,dog_4,33,0.9301,4.0
70833,B0075718AM,"Mealworm To Go Dried Mealworm Wild Bird Food, 30 oz",Highly nutritious food for wild birds. 2. High protein. The <br> product is easy to use. The product is m...,farm animals,farm animals_0,7,0.44616875,16.0
71010,B0076RYT52,Casual Canine Home Wrecker Pet Tee Shirt - Black,"ZM3567 08 17 Size: XX-Small Features: -Dog tees.-Material: 65pct <br> Polyester, 35pct Cotton.-Blame it o...",dog,dog_5,19,0.7875833333333334,6.0
71237,B0078KVYQE,RC Pet Products Adjustable Dog Clip Collar,"Easy to clip on, the fully adjustable clip collar is colorful <br> and durable and will help keep your do...",dog,dog_6,3,0.6879807692307692,26.0
71498,B007AIZS6G,Alaska Wild Caught Salmon Jerky Dog Treats - 3-Pack (Cats love em too) - All Natural - Gluten Free,new bark collar,dog,dog_2,18,0.7378888888888889,9.0
72304,B007E32DBA,20 Hickory Smoked Puppy Chews Dog Bones,Great for your teething Pup! The Puppy Chews are Round Steak <br> Bones and Beef Knuckle Tip Bones. Since...,dog,dog_2,8,0.620975,12.0
72311,B007E4QAIQ,40 Hickory Smoked Puppy Chews Dog Bones,Great for your teething Pup! The Puppy Chews are Round Steak <br> Bones and Beef Knuckle Tip Bones. Since...,dog,dog_5,37,0.69622,5.0
72490,B007FMXYPY,"RC Pet Products 1-Inch Adjustable Dog Clip Collar, 15 to 25-Inch, Large, Sorbet Smoke","Easy to clip on, the fully adjustable clip collar is colorful <br> and durable and will help keep your do...",dog,dog_6,2,0.467165,40.0
72548,B007G7H8Z0,Beneful Baked Delights Snackers Dog Snacks With Peanut Butter &amp; Cheese Flavors,"Super-savory, super-snackable, these oven-baked dog treats with <br> soft centers and made with peanut bu...",dog,dog_6,40,0.5109777777777778,9.0
72757,B007I2FMEC,Exo Terra Filter Replacement for Monsoon RS400 High-Pressure Rainfall System,This filter is designed to use with Exo Terra monsoon RS400 <br> high-pressure rainfall system model PT24...,amphibians and reptiles,amphibians and reptiles_0,36,0.5226333333333334,6.0
72808,B007IE6FUK,"Aqua Master Growth Fish Food, 11-Pound/Bag, Large",Formulated with nutrients to promote rapid koi growth. The <br> people of Japan have enjoyed the health b...,fish,fish_0,30,0.5708555555555557,9.0
72929,B007J9BGO4,The Refined Canine Igloo Deluxe Pet Bed,End table for you. Bed for your pet. The Igloo Pet Bed gives <br> your cat or dog a hide-a-way that you a...,dog,dog_6,11,0.7043692307692306,13.0
72956,B007JI65AK,"E&amp;S Pets Welsh Corgi Pen Easy Glide Gel Pen, Refillable With A Perfect Grip, Great For Everyday ...","Ranked #1 in the country by GiftBeat Magazine, these Welsh Corgi <br> Gel Pens are proving irresistible! ...",other,other_0,23,0.7196100000000001,10.0
73014,B007JY4DVC,"Now! 152324 Fresh Grain Free Food For Senior Cats, 16-Pound Bag","NOW FRESH Senior cat food recipe is made with 100% FRESH turkey, <br> salmon, duck and 100% fresh Omega 3...",cat,cat_0,37,0.7164916666666667,12.0
73089,B007KALR46,"(8 Pack) Bil Jac Little Jacs Small Dog Treat, Liver, 10 Ounces each","Train your small dog with love, affection and Little Jacs <br> Training Treats - there&apos;s nothing bet...",dog,dog_1,37,0.7231285714285713,7.0
73527,B007P7C0OA,"TUZZE Pets Ultra Mega Superfood Complex Plus Joint Health, 16 oz",",Flea and tick control for cats has always been not an easy task <br> so far, and it would be a pleasure ...",dog,dog_6,10,0.6598615384615385,13.0
73557,B007PFYL94,Outback Jack Dog Coat,Outback Jack windproof and waterproof jacket with sturdy <br> construction and bright royal blue color. E...,dog,dog_6,24,0.6823100000000001,10.0
73589,B007PLYEEK,Waterproof Instant Read Thermometer - Best Digital Meat Thermometer - Electric Food Thermometer ...,"Product Features The pest repeller emits ultrasonic frequency of <br> 22-65KHz, making pests f...",other,other_0,2,0.43035,34.0
73737,B007QPFGGK,DogIsGood Bolo Pet Harness - Raspberry Sorbet,"Pink and blue ribbon featuring Bolo, the Dog is Good logo dog <br> sewn onto durable nylon. Adjustable Ha...",dog,dog_3,39,0.8455,4.0
74216,B007TU26JC,- Mass Effect 3 Dog Tags with Ball Chain - Alliance Logo,nan,dog,dog_6,34,0.8287,9.0
74432,B007WAJOJ4,"Chilly Dog Black Polka Dot Flower Dog Sweater, Medium",Chilly Dog sweaters are made following the fair trade <br> guidelines. All sweaters are handmade and may ...,dog,dog_6,15,0.7382000000000001,12.0
74469,B007WAJL7Y,"Chilly Dog Black Skull Dog Sweater, Medium",Chilly Dog sweaters are made following the fair trade <br> guidelines. All sweaters are handmade and may ...,dog,dog_6,9,0.8474923076923078,13.0
74517,B007WBESOY,Pinkaholic Choco Mousse Pinka Dog Harness Pink,The Choco Mousse Pinka Harness by Pinkaholic New York is another <br> cute creation that allows your pooc...,dog,dog_4,17,0.8459833333333333,6.0
74854,B007YVPSIW,"Aromatherapy Pet Spa in a Box Dog Shampoo, Dog Grooming Spray, Candle Scented Animal Lover Gift Set ...","Gerrard Larriett's Aromatherapy Pet Spa in a Box is a natural, <br> therapeutic and effective pet care re...",dog,dog_6,18,0.8896909090909091,11.0
74933,B007ZTSPTC,"Eagle Crest Fallen Heroes Commemorative Dog Tag,Multi-Color,2&quot; x 1.25&quot;",This Dog Tag is a wonderful Commemorative piece to show your <br> pride. Brand New in package comes with ...,dog,dog_4,50,0.5526,4.0
75018,B0080E0IKK,"RC Pet Products Adjustable Dog Clip Collar, Green Giant","Easy to clip on, the fully adjustable clip collar is colorful <br> and durable and will help keep your do...",dog,dog_1,11,0.6328600000000001,10.0
75075,B0080P7W94,"Coastal Pet Products, Inc. 14601 18 Inch x 3/4 Inch Soy Collar - Forest Green","It's a Natural Choice! Made of natural fibers, these durable, <br> earth-friendly collars will look great...",dog,dog_1,50,0.8634333333333334,6.0
75461,B00844J89S,"Chicco Keyfit 30 Infant Car Seat with Boot and Base, Endless (Discontinued by Manufacturer)","The seat interior is lined with ""EPS"" energy absorbing foam for <br> improved impact protection. The larg...",rabbits and rodents,rabbits and rodents_0,8,0.8786230769230771,13.0
75500,B0084DU19K,"RC Pet Products 1-1/2-Inch All Webbing Martingale Dog Collar, Medium, Sorbet Smoke","With an All Webbing Training Collar, a quick, simple pull will <br> correct your dog and stop it tugging....",dog,dog_2,33,0.6600250000000001,8.0
75608,B00853WZYI,Fisher-Price Giggle Gang Plush Toy - Green,"The Fisher-Price Giggle Gang - Purple is a fuzzy friend to get <br> baby laughing, with giggly fun, cuddl...",dog,dog_5,33,0.83744,5.0
76138,B0085FEDDC,"Mirage Pet Products Christmas Stars Smoocher, X-Large","Mirage is a pet products manufacturer that has a reputation for <br> supplying high quality, economical p...",dog,dog_1,15,0.8293375000000001,8.0
76609,B00899WPD4,2 Pcs 95 Celsius NC Thermostat Temperature Controoled Switch 250V 5A KSD301, The KSD 301 series thermostat is a fully closed temperature <br> relay with a shell sensing the ...,other,other_0,4,0.4807,20.0
76944,B008CN6IHQ,"PEROZEK Greenbone Biobase Training Pads, 30-Pack",Greenbone Biobase Pet Training Pads are extremely Absobent and <br> heavy duty. Quilted with multi-layer ...,dog,dog_6,44,0.8820000000000001,8.0
77081,B008DJS3GI,Dog Bark Collar Upgrade 2018 - by AVA Electric [Revolution Energy Controller] x2 Work Time - ...,HARMLESS SOUND AND VIBRATION - dog bark collar effective and <br> easy to use. It uses progressively incr...,other,other_0,3,0.538644,25.0
77504,B008GRDVZK,Exclusively Pet Lick O Rish Chews Pet Treat,"Exclusively Pet, Inc. creates dog treats made with wholesome, <br> natural and kosher ingredients that re...",dog,dog_2,28,0.8611,8.0
78210,B008PRAZK0,"Dog Bed King USA Large Tan Plush Fur Dog Ortho Comfort Bed, 33-Inch by 23-Inch by 7-Inch",Your pet will be comfortable in this quality cuddler style nest <br> pet bed made in the USA by Dog Bed K...,dog,dog_1,29,0.6502857142857142,7.0
78695,B008W6UR70,Zuke's Lil' Links Pork &amp; Apple 4.5Lbs (12 x 6oz),nan,dog,dog_2,4,0.6835857142857141,14.0
79098,B008YWDN82,SubstrateSource Cryptocorne wendtii &quot;Bronze&quot; Live Aquatic Aquarium Plant,SubstrateSource Cryptocoryne wendtii is one of the most popular <br> Cryptocoryne used in planted aquariu...,rabbits and rodents,rabbits and rodents_0,38,0.7737777777777778,9.0
79248,B00905O4O4,VEPOWER Training Collar for Large Dog Or Small Dog with 2500ft Remote Control Dog Shock Collar IPX7 ...,Toile Food Storage Canisters are a decorative alternative to <br> plastic storage bins. Our sturdy canist...,dog,dog_1,14,0.8649333333333333,9.0
79277,B0090AXSB4,Greenies Peanut Butter Dog Pill Pockets for Tablets 2.4Lbs (12 x3.2oz),"Greenies Pill Pockets treats for dogs are a nutritious treat <br> that contain a built-in pocket, perfect...",dog,dog_6,45,0.5932875,8.0
79282,B0090AZR2M,Feline Greenies Salmon SmartBites Skin &amp; Fur 1.6Lbs (12 x 2.1oz),nan,cat,cat_0,30,0.6283461538461539,13.0
79298,B0090B4IZS,SmartSticks Peanut Butter 60pk (12 x 5pk),nan,dog,dog_4,2,0.6798,15.0
79510,B0091JAOJI,Leveret Matching Doll &quot;Bumble Bee&quot; 2 Piece Pajama 100% Cotton (4 Years),nan,other,other_0,6,0.8176769230769232,13.0
79767,B0093JKQ30,Tough 1 1200D Snuggit Turnout 300g,Tough1(R) 1200 Denier Waterproof Poly Turnout Blanket With <br> Adjustable Snuggit Neck Protect your hors...,farm animals,farm animals_0,49,0.8206285714285715,7.0
79956,B00941HBB2,"Anit Accessories Enchanted Snow Princess Dog Costume, Medium, 16-Inch","Two piece enchanted snow princess dog costume, includes <br> scalloped hem dress with bow details, pouffe...",dog,dog_2,48,0.8625571428571428,7.0
80714,B009816GOQ,Full Spectrum Hemp Oil for Dogs and Cats (250mg) - Grown &amp; Made in USA - Supports Hip &amp; ...,This utility brush is ideal for general maintenance <br> applications. Crimped fibers provide excellent s...,other,other_0,15,0.5013636363636363,11.0
80894,B00999EPTU,Rockin' Doggie's Saint Francis of Assisi- Light Blue,"Great for cats and dogs. Size is 1"" diameter.",dog,dog_3,45,0.8852,4.0
80920,B0099PEFCG,"Canine Carry Outs Beef &amp; Cheese Flavor Dog Snacks, 7-Ounce (Pack Of 12)",Your dog loves the snacks you carry home in a doggie bag. So <br> reward him every day with Canine Carry ...,dog,dog_3,43,0.816575,4.0
81025,B009AHVDF0,"Leerburg Soft Grip Prong Collar Leash, 2' Long 3/4&quot; Wide, Black",This leash is made with 2 snaps so that a prong collar is <br> attached to one snap and a back up collar ...,dog,dog_5,24,0.79484,5.0
81380,B009DH190G,"PL360 Daily Grooming Shampoo, Sweet Aloe, 16oz",Transform everyday grooming from a routine to an excursion. Our <br> daily grooming shampoo is packed wit...,dog,dog_3,3,0.8830461538461538,13.0
81786,B009FWGN14,"gDiapers gPants, Gurple Purple, Medium",gDiapers are redefining diapers by giving parents the <br> convenience of disposables and the confidence ...,other,other_0,27,0.7819555555555555,9.0
81795,B009FXPLF2,Sassy Dog Wear Adjustable Dog Collar,"Our high quality, adjustable collars, with quick-release <br> buckles, have beautiful and unique patterns...",dog,dog_3,49,0.689275,4.0
81879,B009FXUYX6,"Sassy Dog Wear 18-24-Inch Purple/Multi Stripe Dog Harness, Medium",Our step-in harnesses have two adjustment points and a <br> double-D-ring to attach the leash to. Simply ...,dog,dog_1,40,0.8193285714285713,7.0
82216,B009HNOZVG,Tropica Vesicularia ferriei 'Weeping' Live Aquarium Moss - in Vitro Tissue Culture 1-2-Grow!,"Aquarium plant from tissue culture in closed cup. Vesicularia <br> ferriei 'Weeping', commonly known as W...",amphibians and reptiles,amphibians and reptiles_0,50,0.8076000000000001,5.0
82326,B009I1SKOU,County Brook Design Martingale Heavyduty Nylon Dog Collar-Black-XL,nan,dog,dog_5,14,0.8720833333333333,6.0
82340,B009I1V6N2,Country Brook Design | Alabama Custom Handmade Designer Dog Collar,Country Brook Design's handmade custom dog collars are soft and <br> durable. Crafted with beautifully pa...,dog,dog_0,45,0.6950875,16.0
82493,B009KDCAUQ,Bio-Groom Waterless Shampoo 16oz,Bio-Groom - Super Blue Plus Waterless Shampoo. Easy to use <br> shampoo that requires NO wetting or rinsi...,dog,dog_2,38,0.578075,8.0
83320,B009V6S5Z6,Woof Hoof Lime Green Magnetic Dog Cat Treat Pouch Training Rewards Bag For Treats Snacks with Belt ...,"Say goodbye to awkward, unattractive treat pouches. The TRETS <br> Reward Pouch is a slim, lightweight, a...",dog,dog_4,41,0.852425,4.0
83376,B009VWPWO2,"Beach Dog Palm Pet Leash, Blue",Beach Dog makes high quality tropical and beachwear collars and <br> leashes. 6' Leashes made with stain ...,dog,dog_2,37,0.617,8.0
83545,B009XFOSUG,Country Brook Design | 5/8 Inch Deluxe Dog Collar Kit,____Description: Discover how fun and easy it is to create your <br> own dog collars with Country Brook D...,dog,dog_0,29,0.7317157894736842,19.0
83548,B009XGMWIU,LuckyPet Rivet ID Collar - Personalized Dog Collar - Engraved Metal Tag Riveted to Adjustable Nylon ...,"Fulfill your dog's identification needs with one easy <br> solution.,This adjustable dog collar has a ...",dog,dog_5,23,0.78728,5.0
83796,B009Z03IUU,"Milemont Wild Feather Refill Pack for Hyendry and Da Bird Cat Toy Teaser Poles: Contains Spindrift, ...",",Fleas and ticks can cause a wide variety of issues for your <br> dogs and the most common of which is fl...",cat,cat_0,50,0.8511454545454545,11.0
83815,B009Z56PI2,KONG SqueakAir Balls Small 36pk (12 x 3pk),"KONG is making some noise! KONG has combined two classic dog <br> toys; the common tennis ball, and the s...",dog,dog_5,10,0.5316333333333334,9.0
83915,B009ZXD40G,Pink Velvet Princess Rhinestone Dog Cat Pet Collar Sz EXTRA Small,"Please note: Size EXTRA Small fits from a 5-1/2"" thru 7"" actual <br> snug neck circumference. This is NOT...",dog,dog_6,43,0.7531500000000001,8.0
83927,B00A04NNW8,Harley-Davidson L dog pet collar H6921 26&quot; 69227 Nylon,",Is your dog super noisy and barks all the time on every sound? <br> But you love your dog and would neve...",dog,dog_4,12,0.7421428571428572,7.0
83939,B00A0AA8ZW,"PetSafe Fido Fleece Morocco Coat, Size 16",These high quality dog coats combine cozy comfort and style at a <br> surprisingly affordable price. The ...,dog,dog_4,16,0.7438166666666667,6.0
84577,B00A7D2THM,AquaOrganic Aquaponics Fish Feed 30 Pounds,Now your fish can be as organic and sustainable as the rest of <br> your aquaponics system! Contains cert...,fish,fish_0,34,0.630875,8.0
84591,B00A7MSIVE,Omega One Floating Adult Turtle Sticks 2lb,Our new turtle sticks are developed to maintain your turtles <br> health and vitality at the highest leve...,amphibians and reptiles,amphibians and reptiles_0,17,0.6025142857142859,7.0
85112,B00AB2IOJQ,Crown Royale Biovite Formula 3 Shampoo Gallon Concentrate,Biotite formulae are amazingly high-lathering and fortified with <br> Biotin/Pantheon vitamin and Allento...,dog,dog_3,50,0.6803999999999999,4.0
85392,B00ADUG4R0,6OZ Cheese/Bacon Treats (Pack of 2),Purina Beggin Strips Brand Dog Snacks With Bacon & Cheese Flavor <br> (Net Wt. 6 OZ Per Package). Pack of...,dog,dog_3,29,0.6773666666666668,6.0
85411,B00AE23W9U,Marina Sunken Half Ship Front Betta Aquarium Decor,"Add some drama to your aquascape with this marina dcor ornament. <br> made from safe, non-toxic polyresin...",amphibians and reptiles,amphibians and reptiles_0,41,0.49756,5.0
85789,B00AHPZZFS,"Chicco Keyfit 30 Infant Car Seat and Base, Element (Discontinued by Manufacturer)",Proper installation is the key to making your baby's world <br> safer. No.1 Rated Chicco KeyFit is the ea...,rabbits and rodents,rabbits and rodents_0,12,0.7583833333333333,12.0
86362,B00AN7YWW2,High Potency Formula - Mash 3 lb &hellip;,"A year-round formula for canaries, doves, budgies (parakeets), <br> cockatiels, lovebirds, finches, pigeo...",bird,bird_0,3,0.8000461538461539,13.0
86437,B00ANL9142,"Bird Products/Food Cackleberry Nugget Treat, 1.68 Lbs (27Oz), Small","C&SSnak Cakes, Bricks and Blocks have revolutionized the wild <br> bird seed cake industry! These innovat...",farm animals,farm animals_0,33,0.6969333333333334,9.0
86585,B00AO9K2DM,"Uniheat 72-hour Heat Pack for Shipping Plants, Live Insects, Reptiles, Tropical Fish","Pack of unique warmers are designed especially for shipping <br> plants, reptiles, fish and corals. Whole...",fish,fish_0,40,0.59215,8.0
86843,B00AQNM40U,Pet Greens Jerky Dog Treats Roasted Chicken 6PACK (24 oz),Pet Green's Jerky Style Dog Treats Roasted Chicken (24 oz) are <br> great tasting and healthy as their ma...,dog,dog_4,11,0.8078857142857141,7.0
86847,B00AQNM2PW,Pet Greens Jerky Dog Treats Savory Beef 6PACK (24 oz),Pet Green's Jerky Style Dog Treats Savory Beef (24 oz) are great <br> tasting and healthy as their made i...,dog,dog_4,8,0.7629875,8.0
87226,B00ATA2XAQ,HuggleHounds Mighty Moose Treat Holder with Elk Antler Pet Chew Toy,Mighty Moose Treat Holder with Elk Antler is made of super <br> durable rubber and has special grips on b...,dog,dog_2,43,0.6047428571428571,7.0
87297,B00ATLZ8OI,"Lone Wolf Slip Lead with Leash and Collar for Pets, 1/4 by 6-Feet, Lime Green",The Slip lead is a leash and collar in one. Once properly <br> applied around your Dog's neck it allows f...,dog,dog_4,40,0.8236,4.0
87308,B00ATLZE1U,"Lone Wolf Slip Lead with Leash and Collar for Pets, 1/2 by 4-Feet, Raspberry Twist Raspberry/Green ...",The Slip lead is a leash and collar in one. Once properly <br> applied around your Dog's neck it allows f...,dog,dog_1,21,0.810025,8.0
87404,B00AU22N1M,Exotic Nutrition Glider-Cal 3.5 oz. - Sugar Glider Calcium Supplement,Exotic nutrition's glider-cal calcium supplement is designed <br> specifically for sugar gliders of vario...,other,other_0,31,0.6560777777777778,9.0
87523,B00AVLXWYE,"REC78033 - Pet Stain And Odor Carpet Cleaner, 22 Oz Aerosol","Pet Stain And Odor Carpet Cleaner, 22 Oz Aerosol",dog,dog_4,35,0.74485,4.0
87624,B00AW2WMZC,Loving Pets Barksters Sweet Potato &amp; Beef Krisps 2.5Lbs (8 x 5oz),Barksters was born from a simple idea - to create a treat we can <br> all feel confident and comfortable ...,dog,dog_2,50,0.6052285714285714,7.0
87625,B00AW2W2N4,"Loving Pets Meat Sticks for Dogs, Duck and Sweet Potato, 6 Ounce, 6 Pack","Loving Pets Meat Sticks are all natural, healthy and delicious <br> chew treats for small and senior dogs...",dog,dog_2,12,0.7850199999999999,10.0
87705,B00AWM6AW8,Backbone Faux Zebra Leather Pet Carrier with Fur Chin Rest,"Backbone Faux Zebra Leather Pet Carrier with Fur Chin Rest. <br> Fashionable, Designer, Airline Approved ...",dog,dog_4,29,0.7984600000000001,5.0
87734,B00AWSO32Q,Four (4) Chuckit Medium Ultra Balls,These are the toughest balls we've found.  They withstand a Jack <br> Russell Terrier's jaws.  The balls ...,dog,dog_5,3,0.3501384615384616,13.0
87782,B00AXLYAD4,SunGrow Catappa Ketapang Indian Almond Leaf for Fish Tank 10 leaves (B),Size: B Scientific Name: Terminalia Catappa Leaves  Common Name: <br> Indian Almond L...,dog,dog_3,10,0.659025,8.0
88039,B00B0Z18EG,Mopar Performance 5HT25TL2AD Mopar Hook,Mopar Performance 5HT25TL2ADFITS 2003-2005 DODGE RAM 1500 <br> INTERIOR You are buying a BRAND NEW Replac...,other,other_0,7,0.5641384615384616,13.0
88526,B00B4XDL9Y,Annamaet Grain Free Lean Dry Dog Food 15lb,Annamaet Grain Free Lean Dry Dog Food 15lb,dog,dog_5,29,0.6741600000000001,5.0
88569,B00B51NXJS,"Tuffy'S Pet Food 131401 Larry The Cable Guy Dawg Chicken Treats, 24-Ounce",nan,dog,dog_2,23,0.7189,9.0
88653,B00B5MQJ3E,1426 YELLOW BIRD TOY MIRROR cockatiel parakeet finch toys canary cage cages budgie,", A 100% Safe & Humane Barking Solution for Your <br> Dog,Neighborhood joggers, other animals or j...",bird,bird_0,28,0.50055,8.0
88847,B00B71OVSS,"United Pet Group P-E12205 Bird Chewable Log Hideout, Large","The perfect hide away for all small animals. Wild Harvest, <br> Large, Bird Chewable Log. Resembles a rea...",rabbits and rodents,rabbits and rodents_0,17,0.636409090909091,11.0
89783,B00BF4BJIC,Stewart Pro-Treat All Natural Freeze Dried Beef Liver - 17.5 Oz,new bark collar,dog,dog_6,22,0.7405454545454545,11.0
89899,B00BFZL2ZQ,"POP VIEW Bark Collar Version Humanely Stops Barking with Sound and Vibration. NO Shock, Harmless ...",Dog Coat & Skin Supplement promotes glossy shiny coat and <br> healthy skin.,dog,dog_2,45,0.6354571428571428,7.0
89993,B00BGFN6IQ,Country Brook Petz | Deluxe Dog Collar - Country and Western Collection,"Country Brook Design's deluxe patterned collar is a safe, <br> comfortable collar made right here in the ...",dog,dog_2,32,0.8621375,8.0
90249,B00BIQ17UC,Wooden crate 22&quot;x16.25&quot;x9.25&quot; high,"Wooden crate size as follows; 22x16.25&quot;x9.25 high, Great <br> for storage or organization.",rabbits and rodents,rabbits and rodents_0,40,0.4598444444444445,9.0
90793,B00BJTO3MC,Cruising Companion Empire II Pet Cage,"20-Gauge steel reinforced by 1/2"" diameter steel tubes. <br> Constructed to be the Alcatraz of pet cages,...",dog,dog_2,39,0.3406571428571429,7.0
91032,B00BMEKULM,MarineLand 22574 Suction cups for C-360,New pre-filter at top for longer intervals between cleaning. <br> Simple to use and set up. Large volume ...,amphibians and reptiles,amphibians and reptiles_0,33,0.5329833333333334,6.0
91325,B00BPTGWN4,"Patriot P10 Dual Purpose Electric Fence Energizer, 1.0 Joule",The Patriot P10 is a dual purpose 1 Joule model. This energizer <br> runs on 110 volt ac or 12 volt batte...,farm animals,farm animals_0,31,0.5780777777777778,9.0
91513,B00BR3HJSU,Lupine 1-Inch Flower Box Adjustable Dog Collar,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). 1"" c...",dog,dog_2,14,0.6846399999999999,10.0
91515,B00BR3SX12,Lupine 1 Inch Flower Box Dog Lead,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). Made...",dog,dog_2,21,0.6215666666666667,9.0
91533,B00BRNGTPY,Zymox Enzymatic Shampoo (Gallon),", FurryPals Gentle and Natural Formula,If you are looking for a <br> gentle and natural shampoo fo...",dog,dog_5,49,0.700875,4.0
91564,B00BS6NMA0,"Better Than 7-Pack P-Nuddy Bites Soft Chew Dog Treats, Peanut Butter Flavor, 8 Oz Pouch","All the taste of peanut butter without sticking to the roof of <br> my mouth?! Now, that sounds like a re...",dog,dog_5,5,0.5539636363636364,11.0
91868,B00BTWBWBE,King's Cages 9004030 PARROT CAGE Dome Top Bird Cage With New Locks toy toys Macaws cockatoo,"KING'S CAGES ALWAYS PAY MORE FOR THEIR POWDER COATED FINISHES, <br> WHICH ARE THICKER & HARDER. TO ENSURE...",bird,bird_0,20,0.6718875,8.0
92326,B00BUFWYN0,Zilla Premium Reflector Dome,Zilla Premium Reflector Dome,amphibians and reptiles,amphibians and reptiles_0,12,0.6323714285714287,7.0
92363,B00BUFYSDE,"Carib Sea SCS00210 Coco Soft Reptiles Bedding, Fiber, 10-Quart","Carib Sea fiber bedding provides growth of healthy, waste <br> reducing organisms that keep an enclosure ...",amphibians and reptiles,amphibians and reptiles_0,29,0.6239333333333333,6.0
92455,B00BUFYWPS,"CaribSea Aquatics SCS24211 Coco Soft Bedding, Coarse Chip, 24-Quart","Carib Sea coarse chip bedding provides growth of healthy, waste <br> reducing organisms that keep an encl...",amphibians and reptiles,amphibians and reptiles_0,49,0.67542,5.0
